product,name,description,flowerydescription,availability,sku,price
pearl-necklaces-lavalier-opal-hero-rose-gold,Lavalier Opal Hero - Rose Gold,"Paspaley necklace featuring a loose 16mm round pearl encased in 18kt rose gold, with 30 opals (0.90ct), 68 white diamonds (0.90ct), and one 6mm keshi pearl. Length is adjustable (42-85cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice. This Lavalier net combines beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.

    	
		Paspaley necklace featuring a loose 16mm round pearl encased in 18kt rose gold, with 30 opals (0.90ct), 68 white diamonds (0.90ct), and one 6mm keshi pearl. Length is adjustable (42-85cm).",Out of stock,SKU    DH15N30RH,"AUD 25,600.00"
pearl-necklaces-lavalier-petite-circle-white-gold,Lavalier Petite Circlé - White Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct white gold, with 12 white diamonds on claps (0.02ct). Length is adjustable (40cm-78cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct white gold, with 12 white diamonds on claps (0.02ct). Length is adjustable (40cm-78cm).",In stock,SKU    DH14N20WC,"AUD 3,860.00"
pearl-necklaces-lavalier-petite-circle-yellow-gold,Lavalier Petite Circlé - Yellow Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct yellow gold, with 12 white diamonds on clasp (0.02ct). Length is adjustable (40cm-78cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct yellow gold, with 12 white diamonds on clasp (0.02ct). Length is adjustable (40cm-78cm).",In stock,SKU    DH14N20YC,"AUD 3,860.00"
pearl-necklaces-lavalier-petite-diamond-rose-gold,Lavalier Petite Diamond - Rose Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct rose gold, with 51 white diamonds on clasp (0712ct). Length is adjustable (40cm-78cm).","This signature design features a precious circlé pearl entwined in fine rose gold mesh and white diamonds.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct rose gold, with 51 white diamonds on clasp (0712ct). Length is adjustable (40cm-78cm).",Out of stock,SKU    DH17N21RC,"AUD 8,960.00"
pearl-necklaces-maxima-black-necklet-white-gold,Maxima Black Necklet - White Gold,"Paspaley necklace set in 18kt white gold, with black mother-of-pearl and 76 white diamonds (0.30ct).","The Maxima necklet features striking black mother-of-pearl, with flashes of pink and green surrounded by a delicate trim of diamonds.

    	
		Paspaley necklace set in 18kt white gold, with black mother-of-pearl and 76 white diamonds (0.30ct).",In stock,SKU    W17N01W,"AUD 3,880.00"
pearl-necklaces-maxima-black-rope-necklace-white-gold,Maxima Black Rope Necklace - White Gold,"Paspaley necklace featuring one, 11mm round pearl and black mother-of-pearl, with 2017 white diamonds (6.10ct), set in 18kt white gold.","Designed to mimic the ocean, this modern necklace features black mother-of-pearl, hand-carved into droplet shapes, capturing movement and light.

    	
		Paspaley necklace featuring one, 11mm round pearl and black mother-of-pearl, with 2017 white diamonds (6.10ct), set in 18kt white gold.",Out of stock,SKU    W17N02WPR11,"AUD 59,800.00"
pearl-necklaces-maxima-chain-necklace-rose-gold,Maxima Chain Necklace – Rose Gold,Paspaley necklace featuring 11 Australian opals (6.35ct) and 101 white diamonds (0.60ct) set in 18kt rose gold.,"The perfect layering piece, this beautiful rose gold chain is adorned with iridescent opals with sparkling diamonds.

    	
		Paspaley necklace featuring 11 Australian opals (6.35ct) and 101 white diamonds (0.60ct) set in 18kt rose gold.",In stock,SKU    W18N05R,"AUD 17,800.00"
pearl-necklaces-maxima-necklet-rose-gold,Maxima Necklet – Rose Gold,Paspaley necklace with one Australian opal (1.10ct) and 19 white diamonds (0.12ct) set in 18kt rose gold.,"Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of opal floating delicately on the wearer.

    	
		Paspaley necklace with one Australian opal (1.10ct) and 19 white diamonds (0.12ct) set in 18kt rose gold.",In stock,SKU    W18N06R,"AUD 3,980.00"
pearl-necklaces-maxima-necklet-yellow-gold,Maxima Necklet - Yellow Gold,"Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold, with 12 white diamonds (0.05ct).","Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of mother-of-pearl floating delicately on the wearer.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold, with 12 white diamonds (0.05ct).",In stock,SKU    W15N01Y,"AUD 1,780.00"
pearl-necklaces-maxima-pearl-rope-necklace-yellow-gold,Maxima Pearl Rope Necklace - Yellow Gold,"Paspaley necklace featuring nine, 11-12mm round pearls set in 18kt yellow gold with mother-of-pearl and 232 white diamonds (1.2ct).","Designed to mimic the ocean, this modern necklace features mother-of-pearl, hand-carved into droplet shapes, capturing movement and light. Nine perfectly round Paspaley pearls add a further glow to this unqiue design.

    	
		Paspaley necklace featuring nine, 11-12mm round pearls set in 18kt yellow gold with mother-of-pearl and 232 white diamonds (1.2ct).",Out of stock,SKU    W15N11YPR12,"AUD 34,800.00"
pearl-necklaces-maxima-rope-necklace-rose-gold,Maxima Rope Necklace – Rose Gold,"Paspaley necklace with 23 Australian opals (13.10ct) and 197 white diamonds (1.20ct), set in 18kt rose gold.","Yours to wear draped, doubled or layered. This highly versatile rope necklace features iridescent opal, rose gold and sparkling diamonds.

    	
		Paspaley necklace with 23 Australian opals (13.10ct) and 197 white diamonds (1.20ct), set in 18kt rose gold.",Out of stock,SKU    W18N07R,"AUD 36,800.00"
pearl-necklaces-maxima-rope-necklace-yellow-gold,Maxima Rope Necklace - Yellow Gold,Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold with 30 white diamonds (0.62ct).,"Yours to wear draped, doubled or layered. This highly versatile rope necklace features lustrous mother-of-pearl.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold with 30 white diamonds (0.62ct).",In stock,SKU    W15N02Y,"AUD 9,980.00"
pearl-necklaces-maxima-single-pearl-necklace-white-gold,Maxima Single Pearl Necklace - White Gold,"Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats.","One round Australian South Sea pearl is suspended from this white gold necklace, each hand crafted piece of mother-of-pearl seemingly floating on the wearer.

    	
		Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats.",In stock,SKU    W15N07WPR15,"AUD 22,800.00"
pearl-necklaces-monsoon-budding-flower-pendant-white-gold,Monsoon Budding Flower Pendant - White Gold,"Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt white gold, with 45 white diamonds (0.31ct) and 201 tsavorites (2.80ct).","This pendant takes inspiration from the native wildflowers of northern Australia. It showcases the gradual progression of bloom, with rich green tsavorites and sparkling diamonds.

    	
		Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt white gold, with 45 white diamonds (0.31ct) and 201 tsavorites (2.80ct).",Out of stock,SKU    Y18P06WPO12,"AUD 16,800.00"
pearl-necklaces-monsoon-budding-flower-pendant-yellow-gold,Monsoon Budding Flower Pendant - Yellow Gold,"Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt yellow gold, with 201 yellow diamonds and 45 white diamonds (3.11ct).","This pendant showcases the gradual progression of a wildflower in bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon pendant featuring a 12mm oval Australian South Sea pearl set in 18kt yellow gold, with 201 yellow diamonds and 45 white diamonds (3.11ct).",Out of stock,SKU    Y18P07YPO12,"AUD 35,800.00"
pearl-necklaces-monsoon-large-cicada-pendant-white-gold,Monsoon Large Cicada Pendant - White Gold,"Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt white gold, with, 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).","Symbolising the beginning of monsoon season, this cicada pendant features meticulously crafted diamond wings, which encase a rare Paspaley pearl. Chain sold separately.

    	
		Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt white gold, with, 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).",Out of stock,SKU    Y18P30WPO16,"AUD 32,800.00"
pearl-necklaces-monsoon-large-cicada-pendant-yellow-gold,Monsoon Large Cicada Pendant - Yellow Gold,"Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt yellow gold, with 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).","Symbolising the beginning of monsoon season, this cicada pendant features meticulously crafted diamond wings, which encase a rare Paspaley pearl. Chain sold separately.

    	
		Paspaley Monsoon pendant featuring a 16mm oval drop Australian South Sea pearl set in 18kt yellow gold, with 2 emeralds (0.28ct) and 438 white diamonds (2.38ct).",Out of stock,SKU    Y18P30YPO16,"AUD 32,800.00"
pearl-necklaces-monsoon-petal-pendant-necklace-yellow-gold,Monsoon Petal Pendant Necklace - Yellow Gold,Paspaley Monsoon Necklace in 750 Yellow Gold with a 10mm Keshi Baroque Australian South Sea Pearl and 81 White Diamonds (0.58ct). Length 52cms.,"Embodying the evolution of nature after monsoonal rains, this delicate petal pendant sparkles with diamonds. Each one is specially handcrafted to house a keshi pearl inside.
                                            
                                            
                                                Paspaley Monsoon Necklace in 750 Yellow Gold with a 10mm Keshi Baroque Australian South Sea Pearl and 81 White Diamonds (0.58ct). Length 52cms.",In stock,SKU    Y18N04YKQ10,"AUD 7,680.00"
pearl-necklaces-monsoon-wildflower-collier-yellow-gold,Monsoon Wildflower Collier - Yellow Gold,"Paspaley Monsoon Unique Collier in 750 Yellow Gold with 77, 4-11mm Keshi Baroque Australian South Sea Pearls, 82 White Diamonds (3.40ct) and 397 Yellow Diamonds (8.36ct).","This Monsoon collier features beautiful Paspaley keshi pearls, combined with yellow and white diamonds. Exceptionally rare, a collier of this size can span across many pearl harvests.

    	
		Paspaley Monsoon Unique Collier in 750 Yellow Gold with 77, 4-11mm Keshi Baroque Australian South Sea Pearls, 82 White Diamonds (3.40ct) and 397 Yellow Diamonds (8.36ct).",Out of stock,SKU    Y18N03YKQ11,"AUD 228,000.00"
pearl-necklaces-oval-bella-petite-pendant-yellow-gold,Oval Bella Petite Pendant - Yellow Gold,Paspaley pendant featuring a 11mm oval pearl set in 18kt yellow gold. Chain sold separately.,"A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm oval pearl set in 18kt yellow gold. Chain sold separately.",In stock,SKU    C00P05YPO11,"AUD 1,780.00"
pearl-necklaces-palais-pearl-necklace-rose-gold,Palais Pearl Necklace - Rose Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt rose gold, with 12 white diamonds (0.06ct).","This minimalist design perfectly highlights a beautiful 13mm Triangle pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt rose gold, with 12 white diamonds (0.06ct).",Out of stock,SKU    C00N15RPT13,"AUD 2,780.00"
pearl-necklaces-palais-pearl-necklace-white-gold,Palais Pearl Necklace - White Gold,"Paspaley necklace featuring a 14mm triangle pearl set in 18kt white gold, with 30 white diamonds (0.20ct).","This minimalist design perfectly highlights a beautiful 14mm Triangle pearl.

    	
		Paspaley necklace featuring a 14mm triangle pearl set in 18kt white gold, with 30 white diamonds (0.20ct).",In stock,SKU    C00N14WPT14,"AUD 3,280.00"
pearl-necklaces-palais-pearl-necklace-yellow-gold,Palais Pearl Necklace - Yellow Gold,"Paspaley necklace featuring a 14mm triangle pearl set in 18kt yellow gold, with 30 white diamonds (0.20ct).","This minimalist design perfectly highlights a beautiful 14mm Triangle pearl.

    	
		Paspaley necklace featuring a 14mm triangle pearl set in 18kt yellow gold, with 30 white diamonds (0.20ct).",In stock,SKU    C00N14YPT14,"AUD 3,280.00"
pearl-necklaces-pearls-my-way-pave-pendant-14mm-round-white-gold,Pearls My Way Pave Pendant 14mm Round - White Gold,"Paspaley pendant featuring one 14mm round pearl set in 18kt white gold, with 49 white diamonds (0.26ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 14mm round pearl set in 18kt white gold, with 49 white diamonds (0.26ct). Chain sold separately.",In stock,SKU    DC18P03WPR14,"AUD 8,960.00"
pearl-necklaces-rockpool-long-chain-white-gold,Rockpool Long Chain - White Gold,"Paspaley Australian South Sea Keshi chain in 18kt white gold with 20, 5mm Keshi baroque pearls and 18 white diamonds (0.44ct). Pendant sold separately.","This stunning chain features exceptionally rare keshi pearls. Pendants can be playfully added to create a unique look.

    	
		Paspaley Australian South Sea Keshi chain in 18kt white gold with 20, 5mm Keshi baroque pearls and 18 white diamonds (0.44ct). Pendant sold separately.",In stock,SKU    X17C10WKQ05,"AUD 10,800.00"
pearl-necklaces-rockpool-paraiba-collier-platinum,Rockpool Paraiba Collier - Platinum,"Paspaley collier featuring 110, 5-11mm keshi baroque pearls set in platinum, with 15 Paraiba tourmalines (82.47ct) and 521 white diamonds (11.78ct).","A one-of-a-kind beauty, this collier features some of the rarest gem-quality keshi pearls and one of the rarest gemstones on the planet. The unique colour of Paraiba tourmaline reflects the pristine blue waters of the Kimberley coastline.

    	
		Paspaley collier featuring 110, 5-11mm keshi baroque pearls set in platinum, with 15 Paraiba tourmalines (82.47ct) and 521 white diamonds (11.78ct).",Out of stock,SKU    X17N10PKQ11,"AUD 388,000.00"
pearl-necklaces-rockpool-pendant-white-gold,Rockpool Pendant - White Gold,"Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt white gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.","This design incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. A rare Paspaley keshi pearl is suspended from the edge of the three-dimensional clam shell, which can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt white gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.",In stock,SKU    X17P11WKQ06,"AUD 9,280.00"
pearl-necklaces-rockpool-pendant-yellow-gold,Rockpool Pendant - Yellow Gold,"Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt yellow gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.","An elegant statement, this piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. A rare Paspaley keshi pearl is suspended from the edge of the three-dimensional clam shell, which can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring a 6mm keshi baroque pearl set in 18kt yellow gold, with mother-of-pearl and 122 white diamonds (0.54ct). Chain sold separately.",In stock,SKU    X17P11YKQ06,"AUD 9,280.00"
pearl-necklaces-rockpool-petite-pendant-white-gold,Rockpool Petite Pendant - White Gold,"Paspaley pendant featuring mother-of-pearl set in 18kt white gold, with 91 white diamonds (0.46ct). Chain sold separately.","As unique as the wearer, this striking piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. The three-dimensional clam shell can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring mother-of-pearl set in 18kt white gold, with 91 white diamonds (0.46ct). Chain sold separately.",In stock,SKU    X17P10W,"AUD 7,280.00"
pearl-necklaces-rockpool-petite-pendant-yellow-gold,Rockpool Petite Pendant - Yellow Gold,"Paspaley pendant featuring mother-of-pearl set in 18kt yellow gold, with 91 white diamonds (0.46ct). Chain sold separately.","As unique as the wearer, this striking piece incorporates hand-carved mother-of-pearl, from the very shells that grow Paspaley pearls. The three-dimensional clam shell can be worn on a variety of chains, created especially for this collection.

    	
		Paspaley pendant featuring mother-of-pearl set in 18kt yellow gold, with 91 white diamonds (0.46ct). Chain sold separately.",In stock,SKU    X17P10Y,"AUD 7,280.00"
pearl-necklaces-rockpool-short-chain-yellow-gold,Rockpool Short Chain - Yellow Gold,"Paspaley necklace featuring 10, 5mm keshi baroque pearls set in 18kt yellow gold, with 12 white diamonds (0.23ct). Pendant sold separately.","This stunning chain features luminous keshi pearls. Rockpool pendants can be playfully attached to create a unique look. Pendant sold separately.

    	
		Paspaley necklace featuring 10, 5mm keshi baroque pearls set in 18kt yellow gold, with 12 white diamonds (0.23ct). Pendant sold separately.",In stock,SKU    X17C11YKQ05,"AUD 6,880.00"
pearl-necklaces-rockpool-tanzanite-collier-platinum,Rockpool Tanzanite Collier - Platinum,"Paspaley collier featuring 70, 4-6mm keshi baroque pearls set in platinum, with 10 tanzanites (55.59ct) and 1904 white diamonds (28.26ct) and 131 amethysts (3.44ct).","A unique collier combines exceptionally rare cultured pearls selected from Paspaley's collection, alongside sparkling diamonds and deep blue tanzanite.

    	
		Paspaley collier featuring 70, 4-6mm keshi baroque pearls set in platinum, with 10 tanzanites (55.59ct) and 1904 white diamonds (28.26ct) and 131 amethysts (3.44ct).",Out of stock,SKU    X17N11PKQ06,"AUD 258,000.00"
pearl-necklaces-semi-round-pearl-swap-yellow-gold,Semi Round Pearl Swap - Yellow Gold,"Paspaley swap featuring one, 14mm semi round pearl with an 18kt yellow gold mechanism. Nitrile chord and cascade available separately.","This Paspaley pearl swap captures the beauty of a Paspaley pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap featuring one, 14mm semi round pearl with an 18kt yellow gold mechanism. Nitrile chord and cascade available separately.",Out of stock,SKU    C00L01YPS14,"AUD 4,480.00"
pearl-necklaces-touchstone-black-diamond-necklace-white-gold,Touchstone Black Diamond Necklace - White Gold,"Paspaley necklace featuring seven, 12mm oval pearls set in 18kt white gold, with 140 black diamonds (1.21ct) and 12 white diamonds (0.03ct).","The perfect gift for yourself or someone special, the Touchstone necklace offers a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley necklace featuring seven, 12mm oval pearls set in 18kt white gold, with 140 black diamonds (1.21ct) and 12 white diamonds (0.03ct).",In stock,SKU    V16N01WPO12,"AUD 13,800.00"
pearl-necklaces-touchstone-long-ruby-necklace-yellow-gold,Touchstone Long Ruby Necklace - Yellow Gold,"Paspaley necklace featuring 12, 12mm button pearls set in 18kt yellow gold, with 272 rubies (4.27ct).","A striking take on a classic, this necklace combines perfectly matched Paspaley pearls with rich red rubies.

    	
		Paspaley necklace featuring 12, 12mm button pearls set in 18kt yellow gold, with 272 rubies (4.27ct).",Out of stock,SKU    V14N03YPB12,"AUD 24,800.00"
pearl-necklaces-touchstone-ruby-12mm-round-pendant-yellow-gold,Touchstone Ruby 12mm Round Pendant - Yellow Gold,"Paspaley pendant featuring one, 12mm round pearl set in 18kt yellow gold, with 22 rubies (0.25ct) and 12 white diamonds (0.06ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one, 12mm round pearl set in 18kt yellow gold, with 22 rubies (0.25ct) and 12 white diamonds (0.06ct). Chain sold separately.",In stock,SKU    DC18P06YPR12,"AUD 6,760.00"
pearl-necklaces-touchstone-ruby-necklace-yellow-gold,Touchstone Ruby Necklace - Yellow Gold,"Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten rubies (0.10ct) and 12 white diamonds (0.03ct).","The crown of deep red rubies gives this necklace a flash of colour, while the subtle sparkle of diamonds complementing the glow of the pearl.

    	
		Paspaley necklace featuring a 13mm triangle pearl set in 18kt yellow gold, with ten rubies (0.10ct) and 12 white diamonds (0.03ct).",Out of stock,SKU    V14N04YPT13,"AUD 3,280.00"
pearl-necklaces-touchstone-ruby-tassel-yellow-gold,Touchstone Ruby Tassel - Yellow Gold,"Paspaley necklace featuring one, 13mm triangle pearl set in 18kt yellow gold, with 25 rubies (1.08ct) and 52 white diamonds (0.24ct).","This contemporary design features a free-moving pearl, set in a halo of rubies. Additional gems on the tassels add further movement and interest.

    	
		Paspaley necklace featuring one, 13mm triangle pearl set in 18kt yellow gold, with 25 rubies (1.08ct) and 52 white diamonds (0.24ct).",In stock,SKU    V14N06YPT13,"AUD 7,280.00"
pearl-rings-embrace-the-sea-ring-yellow-gold,Embrace the Sea Ring - Yellow Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 16 white diamonds (0.29ct).","This design pays tribute to the sea - the birthplace of Paspaley pearls.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 16 white diamonds (0.29ct).",In stock,SKU    C00R12YKQ10,"AUD 3,980.00"
pearl-rings-julia-ring-white-gold,Julia Ring - White Gold,"Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt white gold, with two white diamonds (0.03ct).","The Julia ring combines the organic appeal of a keshi baroque pearl, with the glimmer of beautiful white diamonds.

    	
		Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt white gold, with two white diamonds (0.03ct).",In stock,SKU    DC00R02WKQ10,"AUD 1,780.00"
pearl-rings-julia-ring-yellow-gold,Julia Ring - Yellow Gold,"Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt yellow gold, with two white diamonds (0.03ct).","The Julia ring combines the organic appeal of a keshi baroque pearl, with the glimmer of beautiful white diamonds.

    	
		Paspaley ring featuring a 9mm-10mm keshi baroque pearl set in 18kt yellow gold, with two white diamonds (0.03ct).",In stock,SKU    DC00R02YKQ10,"AUD 1,780.00"
pearl-rings-keshi-cluster-ring-yellow-gold,Keshi Cluster Ring - Yellow Gold,"Paspaley ring featuring three, 5mm-7mm keshi baroque pearls set in 18kt yellow gold.","This ring captures the organic appeal of keshi baroque pearls, combined to form an alluring trio.

    	
		Paspaley ring featuring three, 5mm-7mm keshi baroque pearls set in 18kt yellow gold.",In stock,SKU    C00R11YKQ05,"AUD 1,780.00"
pearl-rings-keshi-eternity-ring-white-gold,Keshi Eternity Ring - White Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt white gold, with 12 white diamonds (0.30ct).","This precious ring features a luminous keshi pearl and glistening white diamonds. The perfect ring to accompany your other Paspaley pieces.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt white gold, with 12 white diamonds (0.30ct).",In stock,SKU    C11R10WKQ10,"AUD 3,280.00"
pearl-rings-keshi-eternity-ring-yellow-gold,Keshi Eternity Ring - Yellow Gold,"Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 12 white diamonds (0.30ct).","This precious ring features a luminous keshi pearl and glistening white diamonds. The perfect ring to accompany your other Paspaley pieces.

    	
		Paspaley ring featuring a 10mm keshi baroque pearl set in 18kt yellow gold, with 12 white diamonds (0.30ct).",In stock,SKU    C11R10YKQ10,"AUD 3,280.00"
pearl-rings-maxima-black-ring-white-gold,Maxima Black Ring - White Gold,"Paspaley ring featuring black mother-of-pearl set in 18kt white gold, with 70 white diamonds (0.70ct).","Iridescent and sparking, this sculptural ring combines black mother-of-pearl with striking white diamonds.

    	
		Paspaley ring featuring black mother-of-pearl set in 18kt white gold, with 70 white diamonds (0.70ct).",In stock,SKU    DW17R01W,"AUD 6,280.00"
pearl-rings-maxima-ring-rose-gold,Maxima Ring – Rose Gold,"Paspaley ring with two Australian opals (1.50ct) and 44 white diamonds (0.50ct), set in 18kt rose gold.","Beautiful hand-carved opal is suspended from this ring exuding rainbow hues from every angle, with 44 white diamonds, all set in 18kt rose gold.

    	
		Paspaley ring with two Australian opals (1.50ct) and 44 white diamonds (0.50ct), set in 18kt rose gold.",In stock,SKU    DW18R05R,"AUD 5,980.00"
pearl-rings-maxima-ring-yellow-gold,Maxima Ring - Yellow Gold,"Paspaley ring featuring mother-of-pearl set in 18kt yellow gold, with two white diamonds.","A single piece of hand carved mother-of-pearl is suspended from this ring, excuding with rainbow hues from every angle.

    	
		Paspaley ring featuring mother-of-pearl set in 18kt yellow gold, with two white diamonds.",In stock,SKU    DW15R01Y,"AUD 1,580.00"
pearl-rings-maxima-snake-ring-rose-gold,Maxima Snake Ring – Rose Gold,"Paspaley ring with one 11mm round pearl, two Australian opals (1.40ct) and 57 white diamonds (0.60ct), set in 18kt rose gold.","This ring delicately wraps around the finger, highlighting the pearl against the striking iridescent opal, rose gold and sparkling diamonds.

    	
		Paspaley ring with one 11mm round pearl, two Australian opals (1.40ct) and 57 white diamonds (0.60ct), set in 18kt rose gold.",In stock,SKU    DW18R06RPR11,"AUD 9,880.00"
pearl-rings-maxima-snake-ring-yellow-gold,Maxima Snake Ring - Yellow Gold,"Paspaley ring featuring one, 11mm round pearl set in 18kt yellow gold, with mother-of-pearl and 57 white diamonds (0.60ct).","This ring delicately wraps around the finger, highlighting the pearl against the striking white mother-of-pearl.

    	
		Paspaley ring featuring one, 11mm round pearl set in 18kt yellow gold, with mother-of-pearl and 57 white diamonds (0.60ct).",In stock,SKU    DW17R02YPR11,"AUD 6,980.00"
pearl-rings-monsoon-large-button-ring-white-gold,Monsoon Large Button Ring - White Gold,Paspaley Monsoon Ring in 750 White Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.,"The Monsoon ring features our signature petal design. Available in yellow and white gold, each cocktail ring holds a gem-quality 15mm Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 White Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.",In stock,SKU    DY18R02WPB15,"AUD 24,800.00"
pearl-rings-monsoon-large-button-ring-yellow-gold,Monsoon Large Button Ring - Yellow Gold,Paspaley Monsoon Ring in 750 Yellow Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.,"The Monsoon ring features our signature petal design. Available in yellow and white gold, each cocktail ring holds a gem-quality 15mm Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 Yellow Gold with a 15mm Button Australian South Sea Pearl and White Diamonds.",In stock,SKU    DY18R02YPB15,"AUD 24,800.00"
pearl-rings-monsoon-wildflower-ring-yellow-gold,Monsoon Wildflower Ring - Yellow Gold,"Paspaley Monsoon ring featuring 2, 5-11mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 108 yellow diamonds and 36 white diamonds (2.10ct).","This handcrafted, limited edition ring features sparkling white and yellow diamonds, along with two exceptionally rare Paspaley keshi pearls.

    	
		Paspaley Monsoon ring featuring 2, 5-11mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 108 yellow diamonds and 36 white diamonds (2.10ct).",Out of stock,SKU    Y18R06YKQ11,"AUD 24,800.00"
pearl-rings-monsoon-wrap-ring-white-gold,Monsoon Wrap Ring - White Gold,Paspaley Monsoon Ring in 750 White Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).,"Drawing upon our signature petal design, the Monsoon wrap ring houses a beautiful Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 White Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).",In stock,SKU    DY18R01WPO09,"AUD 6,980.00"
pearl-rings-monsoon-wrap-ring-yellow-gold,Monsoon Wrap Ring - Yellow Gold,Paspaley Monsoon Ring in 750 Yellow Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).,"Drawing upon our signature petal design, the Monsoon wrap ring houses a beautiful Paspaley pearl.

    	
		Paspaley Monsoon Ring in 750 Yellow Gold with a 9mm Oval Australian South Sea Pearl and 69 White Diamonds (0.72ct).",In stock,SKU    DY18R01YPO09,"AUD 6,980.00"
