product,name,description,flowerydescription,availability,sku,price
pearl-earrings-rockpool-clam-shell-earrings-yellow-gold,Rockpool Clam Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl.","These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,SKU    DC16E06YX17AE11,"AUD 14,860.00"
pearl-earrings-rockpool-cluster-earrings-platinum,Rockpool Cluster Earrings - Platinum,"Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with two white diamonds (0.37ct).","These earrings feature exceptionally rare keshi pearls – of which only a small quantity is discovered each year. As an added touch, these triple keshi pearl studs also boast a rare trillion cut diamond at the centre.

    	
		Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with two white diamonds (0.37ct).",In stock,SKU    X17E13PKQ06,"AUD 8,880.00"
pearl-earrings-rockpool-paraiba-earrings-platinum,Rockpool Paraiba Earrings - Platinum,"Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct).","At the centre of these earrings is one of the rarest gemstones on the planet, surounded by beautiful pearl each set with the ability to quiver and rest softly on the body.

    	
		Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct).",Out of stock,SKU    X17E12PKQ09,"AUD 68,800.00"
pearl-earrings-rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).","These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).",Out of stock,SKU    X17E10WPR12,"AUD 29,800.00"
pearl-earrings-rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).","These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).",Out of stock,SKU    X17E10YPR12,"AUD 29,800.00"
pearl-earrings-round-pearl-studs-9mm,Round Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.","The perfect pair. Wear your Paspaley Round pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.",In stock,SKU    C00E40YPR09,"AUD 2,680.00"
pearl-earrings-shepherd-hook-earrings-circle-white-gold,Shepherd Hook Earrings Circle - White Gold,Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.,"Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.",In stock,SKU    C18E42WPC11,"AUD 1,580.00"
pearl-earrings-shepherd-hook-earrings-circle-yellow-gold,Shepherd Hook Earrings Circle - Yellow Gold,Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.,"Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.",In stock,SKU    C18E42YPC11,"AUD 1,580.00"
pearl-earrings-shepherd-hook-earrings-oval-white-gold,Shepherd Hook Earrings Oval - White Gold,Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.,"This contemporary style features two oval pearls set in white gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.",In stock,SKU    C18E42WPO11,"AUD 2,980.00"
pearl-earrings-shepherd-hook-earrings-oval-yellow-gold,Shepherd Hook Earrings Oval - Yellow Gold,Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.,"This contemporary style features two oval pearls set in yellow gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.",In stock,SKU    C18E42YPO11,"AUD 2,980.00"
pearl-earrings-touchstone-black-diamond-earrings-white-gold,Touchstone Black Diamond Earrings - White Gold,"Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).","The perfect gift for yourself or someone special, the Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).",In stock,SKU    V16E02WPO11,"AUD 6,280.00"
pearl-earrings-touchstone-dew-drop-earrings-white-gold,Touchstone Dew Drop Earrings - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 24 white diamonds (0.77ct).","These beautiful Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted diamonds.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 24 white diamonds (0.77ct).",In stock,SKU    V19E10WPO12,"AUD 9,480.00"
pearl-earrings-touchstone-dew-drop-earrings-yellow-gold,Touchstone Dew Drop Earrings -  Yellow Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 24 white diamonds (0.77ct).","These beautiful Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted diamonds.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 24 white diamonds (0.77ct).",Out of stock,SKU    V19E10YPO12,"AUD 9,480.00"
pearl-earrings-touchstone-ruby-earrings-yellow-gold,Touchstone Ruby Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).","These drop earrings combine perfectly-matched Paspaley pearls with rich red rubies and white diamonds.

    	
		Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).",In stock,SKU    V14E02YPT12,"AUD 5,980.00"
pearl-earrings-touchstone-sapphire-earrings-white-gold,Touchstone Sapphire Earrings - White Gold,"Paspaley earrings featuring two 12mm circle pearls set in 18kt white gold, with 58 blue sapphires (1.02ct) and six white diamonds (0.02ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm circle pearls set in 18kt white gold, with 58 blue sapphires (1.02ct) and six white diamonds (0.02ct).",In stock,SKU    DC19E08WPC12,"AUD 6,560.00"
pearl-earrings-touchstone-sapphire-earrings-yellow-gold,Touchstone Sapphire Earrings - Yellow Gold,"Paspaley earrings featuring two 12mm circle pearls set in 18kt yellow gold, with 58 pink sapphires (1.02ct) and 12 white diamonds (0.04ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm circle pearls set in 18kt yellow gold, with 58 pink sapphires (1.02ct) and 12 white diamonds (0.04ct).",In stock,SKU    DC19E14YPR12,"AUD 11,060.00"
pearl-necklaces-baroque-pearl-swap-white-gold,Baroque Pearl Swap - White Gold,"Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.","This Paspaley pearl swap captures the organic appeal of a baroque pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.",In stock,SKU    C00L01WPQ13,"AUD 2,680.00"
pearl-necklaces-bella-pendant-white-gold,Bella Pendant - White Gold,Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately.,"A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm semi round pearl set in 18kt white gold. Chain sold separately.",In stock,SKU    C00P04WPS13,"AUD 3,280.00"
pearl-necklaces-bella-pendant-yellow-gold,Bella Pendant - Yellow Gold,Paspaley pendant featuring a 13mm semi round pearl set in 18kt yellow gold. Chain sold separately.,"A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 13mm semi round pearl set in 18kt yellow gold. Chain sold separately.",In stock,SKU    C00P04YPS13,"AUD 3,280.00"
pearl-necklaces-boronia-pendant,Boronia Pendant,"Paspaley Boronia pendant featuring a 9mm oval Australian South Sea pearl, set in 18kt white and yellow gold, with 150 white diamonds (1.71ct).","This unique design is the marriage of white gold and yellow gold with sparkling white diamonds. The yellow gold offers a unique detail between each diamond petal surrounding a beautiful pearl within. Chain sold separately.

    	
		Paspaley Boronia pendant featuring a 9mm oval Australian South Sea pearl, set in 18kt white and yellow gold, with 150 white diamonds (1.71ct).",In stock,SKU    U18P01WPO09,"AUD 14,800.00"
pearl-necklaces-circle-bella-petite-pendant-white-gold,Circlé Bella Petite Pendant - White Gold,Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately.,"A bold white gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt white gold. Chain sold separately.",In stock,SKU    C00P05WPC11,AUD 880.00
pearl-necklaces-circle-bella-petite-pendant-yellow-gold,Circlé Bella Petite Pendant - Yellow Gold,Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately.,"A bold yellow gold bale highlights your treasured pearl.

    	
		Paspaley pendant featuring a 11mm circlé pearl set in 18kt yellow gold. Chain sold separately.",In stock,SKU    C00P05YPC11,AUD 880.00
pearl-necklaces-diamond-touchstone-pendant-13mm-oval-yellow-gold,Diamond Touchstone Pendant 13mm Oval  - Yellow Gold,"Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.",In stock,SKU    DC18P04YPO13,"AUD 5,160.00"
pearl-necklaces-grace-pendant-rose-gold,Grace Pendant - Rose Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28RPR12,"AUD 5,280.00"
pearl-necklaces-grace-pendant-white-gold,Grace Pendant - White Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28WPR12,"AUD 5,280.00"
pearl-necklaces-grace-pendant-yellow-gold,Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl complemented by a single sparkling diamond creates a distinctive touch of glamour for a simply elegant look.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28YPR12,"AUD 5,280.00"
pearl-necklaces-large-grace-pendant-white-gold,Large Grace Pendant - White Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28WPR14,"AUD 6,480.00"
pearl-necklaces-large-grace-pendant-yellow-gold,Large Grace Pendant - Yellow Gold,"Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 14mm round pearl set in 18kt yellow gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28YPR14,"AUD 6,480.00"
pearl-necklaces-lavalier-circle-rose-gold,Lavalier Circlé - Rose Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt rose gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,SKU    DH16N01RC,"AUD 5,560.00"
pearl-necklaces-lavalier-circle-white-gold,Lavalier Circlé - White Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt white gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,SKU    DH13N01W83C,"AUD 5,560.00"
pearl-necklaces-lavalier-circle-yellow-gold,Lavalier Circlé - Yellow Gold,"Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 15mm circlé pearl encased in 18kt yellow gold, with 12 white diamonds on clasp (0.03ct). Length is adjustable (40-73cm).",In stock,SKU    DH13N01Y83C,"AUD 5,560.00"
pearl-necklaces-lavalier-noir-black-opal,Lavalier Noir - Black Opal,"Paspaley necklace featuring a loose 18mm round pearl encased in 18kt white gold, with 68 black opals (4.10ct), mother of pearl, 154 white diamonds  (0.95ct) and two, 8-10mm drop pearls.","Our new hero Lavalier necklace combines white gold, sparkling diamonds and luminous black opals. This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in this exceptional net.

    	
		Paspaley necklace featuring a loose 18mm round pearl encased in 18kt white gold, with 68 black opals (4.10ct), mother of pearl, 154 white diamonds  (0.95ct) and two, 8-10mm drop pearls.",Out of stock,SKU    H18N34WPR18,"AUD 145,600.00"
pearl-necklaces-lavalier-noir-diamond-hero-white-gold,Lavalier Noir Diamond Hero - White Gold,Paspaley Necklace featuring a loose 18mm round pearl encased in 18kt white gold with 246 white diamonds (9.25ct) and two 8-10mm drop pearls.,"Our latest Lavalier design reflects the mysterious depths of the ocean combining white gold and white diamonds that cascade from the Paspaley pearl. Create your perfect necklace by selecting your favourite Paspaley pearl, that sits loose just as it was revealed from the oyster.

    	
		Paspaley Necklace featuring a loose 18mm round pearl encased in 18kt white gold with 246 white diamonds (9.25ct) and two 8-10mm drop pearls.",Out of stock,SKU    H18N35WPR18,"AUD 135,600.00"
pearl-necklaces-lavalier-noir-rose-gold,Lavalier Noir - Rose Gold,"Paspaley necklace featuring a loose 18mm round pearl encased in 18kt rose gold, with black mother of pearl, 154 white diamonds (0.95ct), and two 8-10mm drop pearls. Length is adjustable length (70 – 80cm).","Our latest Lavalier design reflects the mysterious depths of the ocean combining rose gold with black mother-of-pearl. This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in this exceptional net.

    	
		Paspaley necklace featuring a loose 18mm round pearl encased in 18kt rose gold, with black mother of pearl, 154 white diamonds (0.95ct), and two 8-10mm drop pearls. Length is adjustable length (70 – 80cm).",Out of stock,SKU    H18N33RPR18,"AUD 99,600.00"
pearl-necklaces-lavalier-opal-hero-rose-gold,Lavalier Opal Hero - Rose Gold,"Paspaley necklace featuring a loose 16mm round pearl encased in 18kt rose gold, with 30 opals (0.90ct), 68 white diamonds (1.30ct), and one 6mm keshi pearl. Length is adjustable (42-85cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice. This Lavalier net combines beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.

    	
		Paspaley necklace featuring a loose 16mm round pearl encased in 18kt rose gold, with 30 opals (0.90ct), 68 white diamonds (1.30ct), and one 6mm keshi pearl. Length is adjustable (42-85cm).",Out of stock,SKU    DH15N30RH,"AUD 28,600.00"
pearl-necklaces-lavalier-petite-circle-white-gold,Lavalier Petite Circlé - White Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct white gold, with 12 white diamonds on claps (0.02ct). Length is adjustable (40cm-78cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct white gold, with 12 white diamonds on claps (0.02ct). Length is adjustable (40cm-78cm).",In stock,SKU    DH14N20WC,"AUD 3,960.00"
pearl-necklaces-lavalier-petite-circle-yellow-gold,Lavalier Petite Circlé - Yellow Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct yellow gold, with 12 white diamonds on clasp (0.02ct). Length is adjustable (40cm-78cm).","This signature Paspaley design enables you to create your perfect necklace. Select your favourite Paspaley pearl, which sits in a gold mesh net of your choice.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct yellow gold, with 12 white diamonds on clasp (0.02ct). Length is adjustable (40cm-78cm).",In stock,SKU    DH14N20YC,"AUD 3,960.00"
pearl-necklaces-lavalier-petite-diamond-rose-gold,Lavalier Petite Diamond - Rose Gold,"Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct rose gold, with 51 white diamonds on clasp (0712ct). Length is adjustable (40cm-78cm).","This signature design features a precious circlé pearl entwined in fine rose gold mesh and white diamonds.

    	
		Paspaley necklace featuring a loose 13mm circlé pearl encased in 18ct rose gold, with 51 white diamonds on clasp (0712ct). Length is adjustable (40cm-78cm).",In stock,SKU    DH17N21RC,"AUD 8,960.00"
pearl-necklaces-maxima-black-necklet-white-gold,Maxima Black Necklet - White Gold,"Paspaley necklace set in 18kt white gold, with black mother-of-pearl and 76 white diamonds (0.30ct).","The Maxima necklet features striking black mother-of-pearl, with flashes of pink and green surrounded by a delicate trim of diamonds.

    	
		Paspaley necklace set in 18kt white gold, with black mother-of-pearl and 76 white diamonds (0.30ct).",Out of stock,SKU    W17N01W,"AUD 4,280.00"
pearl-necklaces-maxima-black-rope-necklace-white-gold,Maxima Black Rope Necklace - White Gold,"Paspaley necklace featuring one, 11mm round pearl and black mother-of-pearl, with 2017 white diamonds (6.10ct), set in 18kt white gold.","Designed to mimic the ocean, this modern necklace features black mother-of-pearl, hand-carved into droplet shapes, capturing movement and light.

    	
		Paspaley necklace featuring one, 11mm round pearl and black mother-of-pearl, with 2017 white diamonds (6.10ct), set in 18kt white gold.",Out of stock,SKU    W17N02WPR11,"AUD 59,800.00"
pearl-necklaces-maxima-chain-necklace-rose-gold,Maxima Chain Necklace – Rose Gold,Paspaley necklace featuring 11 Australian opals (6.35ct) and 101 white diamonds (0.60ct) set in 18kt rose gold.,"The perfect layering piece, this beautiful rose gold chain is adorned with iridescent opals with sparkling diamonds.

    	
		Paspaley necklace featuring 11 Australian opals (6.35ct) and 101 white diamonds (0.60ct) set in 18kt rose gold.",In stock,SKU    W18N05R,"AUD 16,800.00"
pearl-necklaces-maxima-necklet-rose-gold,Maxima Necklet – Rose Gold,Paspaley necklace with one Australian opal (1.10ct) and 19 white diamonds (0.12ct) set in 18kt rose gold.,"Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of opal floating delicately on the wearer.

    	
		Paspaley necklace with one Australian opal (1.10ct) and 19 white diamonds (0.12ct) set in 18kt rose gold.",In stock,SKU    W18N06R,"AUD 4,680.00"
pearl-necklaces-maxima-necklet-white-gold,Maxima Necklet - White Gold,"Paspaley necklace featuring mother-of-pearl set in 18kt white gold, with 12 white diamonds (0.05ct).","Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of mother-of-pearl floating delicately on the wearer.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt white gold, with 12 white diamonds (0.05ct).",In stock,SKU    W15N01W,"AUD 1,880.00"
pearl-necklaces-maxima-necklet-yellow-gold,Maxima Necklet - Yellow Gold,"Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold, with 12 white diamonds (0.05ct).","Capturing timeless beauty, this necklet sits at the nape of the neck, the singular piece of mother-of-pearl floating delicately on the wearer.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold, with 12 white diamonds (0.05ct).",In stock,SKU    W15N01Y,"AUD 1,880.00"
pearl-necklaces-maxima-pearl-rope-necklace-yellow-gold,Maxima Pearl Rope Necklace - Yellow Gold,"Paspaley necklace featuring nine, 11-12mm round pearls set in 18kt yellow gold with mother-of-pearl and 232 white diamonds (1.2ct).","Designed to mimic the ocean, this modern necklace features mother-of-pearl, hand-carved into droplet shapes, capturing movement and light. Nine perfectly round Paspaley pearls add a further glow to this unqiue design.

    	
		Paspaley necklace featuring nine, 11-12mm round pearls set in 18kt yellow gold with mother-of-pearl and 232 white diamonds (1.2ct).",Out of stock,SKU    W15N11YPR12,"AUD 37,800.00"
pearl-necklaces-maxima-rope-necklace-rose-gold,Maxima Rope Necklace – Rose Gold,"Paspaley necklace with 23 Australian opals (13.10ct) and 197 white diamonds (1.20ct), set in 18kt rose gold.","Yours to wear draped, doubled or layered. This highly versatile rope necklace features iridescent opal, rose gold and sparkling diamonds.

    	
		Paspaley necklace with 23 Australian opals (13.10ct) and 197 white diamonds (1.20ct), set in 18kt rose gold.",Out of stock,SKU    W18N07R,"AUD 36,800.00"
pearl-necklaces-maxima-rope-necklace-white-gold,Maxima Rope Necklace - White Gold,Paspaley necklace featuring mother-of-pearl set in 18kt white gold with 30 white diamonds (0.62ct).,"Yours to wear draped, doubled or layered. This highly versatile rope necklace features lustrous mother-of-pearl.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt white gold with 30 white diamonds (0.62ct).",Out of stock,SKU    W15N02W,"AUD 10,800.00"
pearl-necklaces-maxima-rope-necklace-yellow-gold,Maxima Rope Necklace - Yellow Gold,Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold with 30 white diamonds (0.62ct).,"Yours to wear draped, doubled or layered. This highly versatile rope necklace features lustrous mother-of-pearl.

    	
		Paspaley necklace featuring mother-of-pearl set in 18kt yellow gold with 30 white diamonds (0.62ct).",In stock,SKU    W15N02Y,"AUD 10,800.00"
pearl-necklaces-maxima-single-pearl-necklace-white-gold,Maxima Single Pearl Necklace - White Gold,"Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats.","One round Australian South Sea pearl is suspended from this white gold necklace, each hand crafted piece of mother-of-pearl seemingly floating on the wearer.

    	
		Paspaley Maxima mother-of-pearl necklace featuring one, 15mm round Australian South Sea pearl set in 750 white gold with two hundred and nine white diamonds, total 1.20 carats.",In stock,SKU    W15N07WPR15,"AUD 24,800.00"
pearl-necklaces-megisti-lapis-collier,MEGISTI LAPIS COLLIER,"Paspaley Megisti collier featuring one 9mm, and one 12mm drop pearl set in 18kt yellow gold with mother-of-pearl, lapis lazuli and 522 white diamonds (1.70ct).","Reflecting the Kimberley's inherent diversity, this collier can be worn a number of different ways – including with the pearl clasp at the front or back. It features Paspaley mother-of-pearl on one side and lapis lazuli on the other.

    	
		Paspaley Megisti collier featuring one 9mm, and one 12mm drop pearl set in 18kt yellow gold with mother-of-pearl, lapis lazuli and 522 white diamonds (1.70ct).",Out of stock,SKU    A19N12YPB12,"AUD 54,800.00"
pearl-necklaces-megisti-lapis-sautoir,MEGISTI LAPIS SAUTOIR,"Paspaley Megisti sautoir featuring one 17mm drop pearl and 13, 11-13mm oval pearls set in 18kt yellow gold with mother-of-pearl, lapis lazuli, 131 blue sapphires (2.15ct) and 2,442 white diamonds (7.80ct).","This statement sautoir combines Paspaley pearls with mother-of-pearl, lapis lazuli and sapphires. Celebrating the free spirit of personalisation, the Megisti sautoir can be worn in a variety of lengths and also separates into bracelets and individual clasps.

    	
		Paspaley Megisti sautoir featuring one 17mm drop pearl and 13, 11-13mm oval pearls set in 18kt yellow gold with mother-of-pearl, lapis lazuli, 131 blue sapphires (2.15ct) and 2,442 white diamonds (7.80ct).",Out of stock,SKU    A19N15YPO11,"AUD 228,000.00"
pearl-necklaces-megisti-long-lapis-necklace,MEGISTI LONG LAPIS NECKLACE,"Paspaley Megisti necklace featuring one 11mm button pearl with mother-of-pearl and lapis lazuli, set in 18kt yellow gold with 952 white diamonds (2.45ct).","This long necklace reflects the changing colours of the Kimberley. Showcasing versatility, it features Paspaley mother-of-pearl on one side and lapis lazuli on the other.

    	
		Paspaley Megisti necklace featuring one 11mm button pearl with mother-of-pearl and lapis lazuli, set in 18kt yellow gold with 952 white diamonds (2.45ct).",Out of stock,SKU    A19N13YPB11,"AUD 68,800.00"
pearl-necklaces-megisti-necklace-yellow-gold,MEGISTI NECKLACE - YELLOW GOLD,"Paspaley Megisti necklace featuring Paspaley pearls and mother-of-pearl, set in 18kt yellow gold.","Designed to be both treasured and worn, the Megisti necklace combines exceptional Paspaley pearls and mother-of-pearl.

    	
		Paspaley Megisti necklace featuring Paspaley pearls and mother-of-pearl, set in 18kt yellow gold.",Out of stock,SKU    A19N03YPO12,"AUD 69,800.00"
pearl-necklaces-megisti-necklet-white-gold,MEGISTI NECKLET - WHITE GOLD,"Paspaley Megisti necklace featuring mother-of-pearl and turquoise with 22 white diamonds (0.10ct), set in 18kt white gold.","Designed to sit on the nape of the neck, this necklace showcases innovation and versatility. The pendant features Paspaley mother-of-pearl on one side and turquoise on the other.

    	
		Paspaley Megisti necklace featuring mother-of-pearl and turquoise with 22 white diamonds (0.10ct), set in 18kt white gold.",In stock,SKU    A19N21W,"AUD 3,880.00"
pearl-necklaces-megisti-necklet-yellow-gold,MEGISTI NECKLET - YELLOW GOLD,"Paspaley Megisti necklace featuring mother-of-pearl and lapis with 22 white diamonds (0.10ct), set in 18kt yellow gold.","Designed to sit on the nape of the neck, this necklace showcases innovation and versatility. The pendant features Paspaley mother-of-pearl on one side and lapis lazuli on the other.

    	
		Paspaley Megisti necklace featuring mother-of-pearl and lapis with 22 white diamonds (0.10ct), set in 18kt yellow gold.",In stock,SKU    A19N11Y,"AUD 3,880.00"
pearl-necklaces-megisti-pink-opal-collier,MEGISTI PINK OPAL COLLIER,"Paspaley Megisti collier featuring one 9mm, and one 12mm drop pearl set in 18kt yellow gold with mother-of-pearl, pink opal and 522 white diamonds (1.70ct).","Reflecting the inherent diversity of the Kimberley, this collier can be worn a number of different ways – including with the pearl clasp at the front or back. It features Paspaley mother-of-pearl on one side and pink opal on the other.

    	
		Paspaley Megisti collier featuring one 9mm, and one 12mm drop pearl set in 18kt yellow gold with mother-of-pearl, pink opal and 522 white diamonds (1.70ct).",Out of stock,SKU    A19N32YPB12,"AUD 54,800.00"
