product,name,description,flowerydescription,availability,sku,price
pearl-earrings-megisti-lapis-hoop-earrings,MEGISTI LAPIS HOOP EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl and lapis lazuli with 38 blue sapphires (0.80ct), set in 18kt yellow gold with 188 white diamonds (0.80ct).","Inspired by the layering of rock in the Kimberley region, these statement earrings feature faceted layers of lapis lazuli and mother-of-pearl.

    	
		Paspaley Megisti earrings featuring mother-of-pearl and lapis lazuli with 38 blue sapphires (0.80ct), set in 18kt yellow gold with 188 white diamonds (0.80ct).",Out of stock,SKU    A19E14Y,"AUD 26,800.00"
pearl-earrings-megisti-pearl-earrings-yellow-gold,MEGISTI PEARL EARRINGS - YELLOW GOLD,Paspaley Megisti earrings featuring Paspaley pearls with white diamonds set in 18kt yellow gold.,"A future heirloom, the Megisti pearl earrings combine the raw beauty of Paspaley pearls with the sparkling brilliance of white diamonds.

    	
		Paspaley Megisti earrings featuring Paspaley pearls with white diamonds set in 18kt yellow gold.",In stock,SKU    A19AE03YPD14,"AUD 17,080.00"
pearl-earrings-megisti-pink-opal-earrings,MEGISTI PINK OPAL EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl set in 18kt yellow gold, with pink opal and 104 white diamonds (0.60ct).","Drawing inspiration from the Kimberley’s geometric rock formations, these earrings showcase versatility and can be worn to show either Paspaley mother-of-pearl or pink opal.

    	
		Paspaley Megisti earrings featuring mother-of-pearl set in 18kt yellow gold, with pink opal and 104 white diamonds (0.60ct).",In stock,SKU    DA19E02YAE31Y,"AUD 10,860.00"
pearl-earrings-megisti-turquoise--earrings,MEGISTI TURQUOISE  EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl set in 18kt white gold, with tourquoise and 104 white diamonds (0.60ct).","Drawing inspiration from the Kimberley’s geometric rock formations, these earrings showcase versatility and can be worn to show either Paspaley mother-of-pearl or turquoise.

    	
		Paspaley Megisti earrings featuring mother-of-pearl set in 18kt white gold, with tourquoise and 104 white diamonds (0.60ct).",In stock,SKU    DA19E02WAE21W,"AUD 10,860.00"
pearl-earrings-megisti-turquoise-hoop-earrings,MEGISTI TURQUOISE HOOP EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl and turquoise with 224 white diamonds (1.40ct), set in 18kt white gold.","Inspired by the radiance of a Kimberley sunrise, these statement earrings combine Paspaley mother-of-pearl with turquoise and diamonds.

    	
		Paspaley Megisti earrings featuring mother-of-pearl and turquoise with 224 white diamonds (1.40ct), set in 18kt white gold.",Out of stock,SKU    A19E24W,"AUD 28,800.00"
pearl-earrings-monsoon-budding-flower-earrings-white-gold,Monsoon Budding Flower Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).","Celebrating the vibrancy of The Kimberley’s tropical environment, these earrings feature rich green tsavorites and luminous Paspaley pearls. Each piece is intricately crafted with three-dimensional flower buds, to encase a rare pearl.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).",Out of stock,SKU    Y18E06WPD10,"AUD 26,800.00"
pearl-earrings-monsoon-budding-flower-earrings-yellow-gold,Monsoon Budding Flower Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).","Taking inspiration from the native wildflowers of northern Australia's wetlands, these earrings capture the gradual progression of bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).",Out of stock,SKU    Y18E07YPD10,"AUD 48,800.00"
pearl-earrings-monsoon-chandelier-earrings-white-gold,Monsoon Chandelier Earrings - White Gold,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)",Out of stock,SKU    Y18E02WPR10,"AUD 29,800.00"
pearl-earrings-monsoon-chandelier-earrings-yellow-gold,Monsoon Chandelier Earrings - Yellow Gold,"Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).",Out of stock,SKU    Y18E02YPR10,"AUD 29,800.00"
pearl-earrings-monsoon-cicada-earrings-white-gold,Monsoon Cicada Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).","Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,SKU    Y18E30WPD13,"AUD 29,800.00"
pearl-earrings-monsoon-cicada-earrings-yellow-gold,Monsoon Cicada Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).","Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open, to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,SKU    Y18E30YPD13,"AUD 29,800.00"
pearl-earrings-monsoon-double-petal-earrings-white-gold,Monsoon Double Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).","These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).",In stock,SKU    DY18E03WKQ09,"AUD 21,280.00"
pearl-earrings-monsoon-double-petal-earrings-yellow-gold,Monsoon Double Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).","These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).",In stock,SKU    DY18E03YKQ09,"AUD 21,280.00"
pearl-earrings-monsoon-earring-enhancer-white-gold,Monsoon Earring Enhancer - White Gold,Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).,"Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).",In stock,SKU    DY18AE01W,"AUD 1,980.00"
pearl-earrings-monsoon-earring-enhancer-yellow-gold,Monsoon Earring Enhancer - Yellow Gold,Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).,"Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).",In stock,SKU    DY18AE01Y,"AUD 1,980.00"
pearl-earrings-monsoon-single-petal-earrings-white-gold,Monsoon Single Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).","Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).",In stock,SKU    DY18E04WKQ09,"AUD 15,460.00"
pearl-earrings-monsoon-single-petal-earrings-yellow-gold,Monsoon Single Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).","Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).",In stock,SKU    DY18E04YKQ09,"AUD 15,460.00"
pearl-earrings-monsoon-tsavorite-chandelier-earrings,Monsoon Tsavorite Chandelier Earrings,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with lucious jungle green gemstones and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)",Out of stock,SKU    Y18E05WPR10,"AUD 29,800.00"
pearl-earrings-pearls-my-way-10mm-circle-earrings-rose-gold,PEARLS MY WAY 10MM CIRCLE EARRINGS - ROSE GOLD,"Paspaley earrings featuring two 10mm circle pearls set in 18kt rose gold, with six white diamonds (0.02ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 10mm circle pearls set in 18kt rose gold, with six white diamonds (0.02ct).",In stock,SKU    DC16E02RPC10,"AUD 2,660.00"
pearl-earrings-pearls-my-way-10mm-circle-earrings-yellow-gold,Pearls My Way 10mm Circle Earrings - Yellow Gold,"Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).",In stock,SKU    DC16E02YPC10,"AUD 2,660.00"
pearl-earrings-pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way 10mm Oval Earrings - White Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)",In stock,SKU    DC16E02WPO10,"AUD 4,160.00"
pearl-earrings-pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way Diamond Earrings 10mm Oval - Yellow Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)",In stock,SKU    DC16E05YPO10,"AUD 5,460.00"
pearl-earrings-pearls-my-way-diamond-earrings-12mm-oval--white-gold,Pearls My Way Diamond Earrings 12mm Oval  - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).",In stock,SKU    DC16E05WPO12,"AUD 5,960.00"
pearl-earrings-pearls-my-way-diamond-earrings-12mm-oval-rose-gold,PEARLS MY WAY DIAMOND EARRINGS 12MM OVAL - ROSE GOLD,"Paspaley earrings featuring two 12mm oval pearls set in 18kt rose gold, with 30 white diamonds (0.22ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt rose gold, with 30 white diamonds (0.22ct).",In stock,SKU    DC16E05RPO12,"AUD 5,960.00"
pearl-earrings-pearls-my-way-ruby-yellow-gold,PEARLS MY WAY RUBY - YELLOW GOLD,"Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 58 rubies (1.00ct) and 12 white diamonds (0.04ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 58 rubies (1.00ct) and 12 white diamonds (0.04ct).",In stock,SKU    DC16E12YPO12,"AUD 8,460.00"
pearl-earrings-rockpool-cluster-earrings-platinum,Rockpool Cluster Earrings - Platinum,"Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with two white diamonds (0.37ct).","These earrings feature exceptionally rare keshi pearls – of which only a small quantity is discovered each year. As an added touch, these triple keshi pearl studs also boast a rare trillion cut diamond at the centre.

    	
		Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with two white diamonds (0.37ct).",In stock,SKU    X17E13PKQ06,"AUD 8,880.00"
pearl-earrings-rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).","These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).",Out of stock,SKU    X17E10WPR12,"AUD 29,800.00"
pearl-earrings-rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).","These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt yellow gold with 724 white diamonds (2.70ct).",Out of stock,SKU    X17E10YPR12,"AUD 29,800.00"
pearl-earrings-round-pearl-studs-9mm,Round Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.","Paspaley Pearls are the rarest and most valuable in the World. The perfect pair - wear your Paspaley Round pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm round pearls set in 18kt yellow gold.",In stock,SKU    C00E40YPR09,"AUD 2,880.00"
pearl-earrings-shepherd-hook-earrings-circle-white-gold,Shepherd Hook Earrings Circle - White Gold,Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.,"Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt white gold.",In stock,SKU    C18E42WPC11,"AUD 1,680.00"
pearl-earrings-shepherd-hook-earrings-circle-yellow-gold,Shepherd Hook Earrings Circle - Yellow Gold,Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.,"Capturing understated elegance, these earrings are as practical as they are beautiful featuring two circlé pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 10-11mm circlé pearls set in 18kt yellow gold.",In stock,SKU    C18E42YPC11,"AUD 1,680.00"
pearl-earrings-shepherd-hook-earrings-oval-white-gold,Shepherd Hook Earrings Oval - White Gold,Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.,"This contemporary style features two oval pearls set in white gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt white gold.",In stock,SKU    C18E42WPO11,"AUD 2,980.00"
pearl-earrings-shepherd-hook-earrings-oval-yellow-gold,Shepherd Hook Earrings Oval - Yellow Gold,Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.,"This contemporary style features two oval pearls set in yellow gold.

    	
		Paspaley Shepherd Hook earrings featuring two 11mm oval pearls set in 18kt yellow gold.",In stock,SKU    C18E42YPO11,"AUD 2,980.00"
pearl-earrings-starry-night-earrings-white-gold,Starry Night Earrings - White Gold,Paspaley Starry Night Earring in 18kt White Gold with 149 White Diamonds (0.87ct).,"The asymmetrical design of these earrings adds playfulness and vibrancy. The star and moon design features sparkling diamonds, set in White Gold. These earring accessories can be removed and worn as a pendant, allowing you to tailor your look for any occasion.

    	
		Paspaley Starry Night Earring in 18kt White Gold with 149 White Diamonds (0.87ct).",In stock,SKU    DC19AE20WE04W,"AUD 11,380.00"
pearl-earrings-starry-night-earrings-yellow-gold,Starry Night Earrings - Yellow Gold,Paspaley Starry Night Earring in 18kt Yellow Gold with 149 White Diamonds (0.87ct).,"The asymmetrical design of these earrings adds playfulness and vibrancy. The star and moon design features sparkling diamonds, set in Yellow Gold. These earring accessories can be removed and worn as a pendant, allowing you to tailor your look for any occasion.

    	
		Paspaley Starry Night Earring in 18kt Yellow Gold with 149 White Diamonds (0.87ct).",Out of stock,SKU    DC19AE20YE04Y,"AUD 11,380.00"
pearl-earrings-touchstone-black-diamond-earrings-white-gold,Touchstone Black Diamond Earrings - White Gold,"Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).","The perfect gift for yourself or someone special, the Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted black diamonds.

    	
		Paspaley earrings featuring two, 11mm oval pearls set in 18kt white gold, with 22 black diamonds (0.77ct) and two white diamonds (0.07ct).",In stock,SKU    V16E02WPO11,"AUD 6,280.00"
pearl-earrings-touchstone-dew-drop-earrings--yellow-gold,Touchstone Dew Drop Earrings -  Yellow Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 24 white diamonds (0.77ct).","These beautiful Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted diamonds.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt yellow gold, with 24 white diamonds (0.77ct).",In stock,SKU    V19E10YPO12,"AUD 9,480.00"
pearl-earrings-touchstone-dew-drop-earrings-white-gold,Touchstone Dew Drop Earrings - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 24 white diamonds (0.77ct).","These beautiful Touchstone earrings offer a stunning contrast between smooth Paspaley pearls and inverted diamonds.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 24 white diamonds (0.77ct).",In stock,SKU    V19E10WPO12,"AUD 9,480.00"
pearl-earrings-touchstone-ruby-earrings-yellow-gold,Touchstone Ruby Earrings - Yellow Gold,"Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).","These drop earrings combine perfectly-matched Paspaley pearls with rich red rubies and white diamonds.

    	
		Paspaley earrings featuring two, 12mm triangle pearls set in 18kt yellow gold, with 22 rubies (0.66ct) and two white diamonds (0.07ct).",In stock,SKU    V14E02YPT12,"AUD 5,980.00"
pearl-earrings-touchstone-sapphire-earrings-white-gold,Touchstone Sapphire Earrings - White Gold,"Paspaley earrings featuring two 12mm circle pearls set in 18kt white gold, with 58 blue sapphires (1.02ct) and six white diamonds (0.02ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm circle pearls set in 18kt white gold, with 58 blue sapphires (1.02ct) and six white diamonds (0.02ct).",In stock,SKU    DC19E08WPC12,"AUD 6,760.00"
pearl-earrings-touchstone-sapphire-earrings-yellow-gold,Touchstone Sapphire Earrings - Yellow Gold,"Paspaley earrings featuring two 12mm circle pearls set in 18kt yellow gold, with 58 pink sapphires (1.02ct) and 12 white diamonds (0.04ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm circle pearls set in 18kt yellow gold, with 58 pink sapphires (1.02ct) and 12 white diamonds (0.04ct).",In stock,SKU    DC19E14YPR12,"AUD 11,060.00"
pearl-earrings-unique-chandelier-earrings,Unique Chandelier Earrings,"Paspaley Chandelier earrings featuring four, 7mm keshi drop pearls, two 10mm oval pearls and two 13mm drop pearls with ten trilliant white diamonds (3.88ct) and 106 brilliant white diamonds (1.08ct) set in 18kt white gold.","As unique as the wearer, these Chandelier earrings combine the sparkling brilliance of white diamonds with the raw beauty of Paspaley Pearls.

    	
		Paspaley Chandelier earrings featuring four, 7mm keshi drop pearls, two 10mm oval pearls and two 13mm drop pearls with ten trilliant white diamonds (3.88ct) and 106 brilliant white diamonds (1.08ct) set in 18kt white gold.",Out of stock,SKU    U19E08WPD13,"AUD 118,000.00"
pearl-necklaces-baroque-pearl-swap-white-gold,Baroque Pearl Swap - White Gold,"Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.","This Paspaley pearl swap captures the organic appeal of a baroque pearl. Contrast with an interchangeable nitrile chord or cascade to instantly transform your look.

    	
		Paspaley swap clasp featuring one, 13mm baroque pearl with an 18kt white gold mechanism. Nitrile chord and cascade available separately.",In stock,SKU    C00L01WPQ13,"AUD 2,680.00"
pearl-necklaces-baroque-strand,Baroque Strand,"Paspaley 44.5cm choker length strand featuring 28, 13-16mm baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.","This unique baroque strand is expertly matched in colour, size, shape and lustre by our skilled graders, featuring the world’s most refined stringing technique. Paspaley’s clasp mechanism enables you to instantly personalise your strand with one of our beautiful, interchangeable claps. 

All Paspaley strands are unique and price is indicative of the strand pictured. 
For more information on other available strands visit a boutique or contact the Personal Shopper

    	
		Paspaley 44.5cm choker length strand featuring 28, 13-16mm baroque pearls. Identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.",Out of stock,SKU    SCPQ1316001,"AUD 54,800.00"
pearl-necklaces-boronia-pendant,Boronia Pendant,"Paspaley Boronia pendant featuring a 9mm oval Australian South Sea pearl, set in 18kt white and yellow gold, with 150 white diamonds (1.71ct).","This unique design is the marriage of white gold and yellow gold with sparkling white diamonds. The yellow gold offers a unique detail between each diamond petal surrounding a beautiful pearl within. Chain sold separately.

    	
		Paspaley Boronia pendant featuring a 9mm oval Australian South Sea pearl, set in 18kt white and yellow gold, with 150 white diamonds (1.71ct).",In stock,SKU    U18P01WPO09,"AUD 14,800.00"
pearl-necklaces-circle-celeste-pendant-white-gold,Circle Celeste Pendant - White Gold,"Paspaley pendant featuring a 12mm Circle Pearl, set in 18kt White Gold and 22 White Diamonds (0.16ct).","A white gold bale, complimented by sparkling diamonds, accentuates your treasured pearl for an effortless and elegant look. Chain sold separately.

    	
		Paspaley pendant featuring a 12mm Circle Pearl, set in 18kt White Gold and 22 White Diamonds (0.16ct).",In stock,SKU    C19P43WPC12,"AUD 1,880.00"
pearl-necklaces-circle-celeste-pendant-yellow-gold,Circle Celeste Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm Circle Pearl, set in 18kt Yellow Gold and 22 White Diamonds (0.16ct).","A yellow gold bale, complimented by sparkling diamonds, accentuates your treasured pearl for an effortless and elegant look. Chain sold separately.

    	
		Paspaley pendant featuring a 12mm Circle Pearl, set in 18kt Yellow Gold and 22 White Diamonds (0.16ct).",In stock,SKU    C19P43YPC12,"AUD 1,880.00"
pearl-necklaces-circle-lucette-pendant-yellow-gold,Circle Lucette Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm Circle Pearl, set in 18kt Yellow Gold.","A yellow gold bale accentuates your treasured pearl for an effortless and elegant look. Chain sold separately.

    	
		Paspaley pendant featuring a 12mm Circle Pearl, set in 18kt Yellow Gold.",In stock,SKU    C19P42YPC12,AUD 980.00
pearl-necklaces-delfini-strand-rope,Delfini Strand Rope,"Delfini 159cm rope length strand featuring 30, 9- 17mm pearls of various shapes and colours. Identified by a unique rose gold hallmark, engraved with two dolphins, seamlessly set in a single pearl.","Each Delfini Rope Strand is unique. Playful in design, it combines an appealing array of different Paspaley South Sea pearls – specifically selected for their interesting shapes, and colour. Featuring two clasps, this versatile rope strand can be worn open and in a variety of other different ways, to suit your mood and occasion.

    	
		Delfini 159cm rope length strand featuring 30, 9- 17mm pearls of various shapes and colours. Identified by a unique rose gold hallmark, engraved with two dolphins, seamlessly set in a single pearl.",Out of stock,SKU    SRMX0909001,"AUD 24,800.00"
pearl-necklaces-diamond-touchstone-pendant-13mm-oval--yellow-gold,Diamond Touchstone Pendant 13mm Oval  - Yellow Gold,"Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.","Pearls My Way Pendants allow you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select your accompanying Bale. Your pearls, your way.

    	
		Paspaley pendant featuring one 13mm oval pearl set in 18kt yellow gold, with 23 white diamonds (0.23ct). Chain sold separately.",In stock,SKU    DC18P04YPO13,"AUD 5,260.00"
pearl-necklaces-drop-lucette-pendant-white-gold,Drop Lucette Pendant - White Gold,"Paspaley pendant featuring a 12mm Drop Pearl, set in 18kt White Gold.","A white gold bale accentuates your treasured pearl for an effortless and elegant look. Chain sold separately.

    	
		Paspaley pendant featuring a 12mm Drop Pearl, set in 18kt White Gold.",In stock,SKU    C19P42WPD12,"AUD 1,480.00"
pearl-necklaces-drop-lucette-pendant-yellow-gold,Drop Lucette Pendant - Yellow Gold,"Paspaley pendant featuring a 12mm Drop Pearl, set in 18kt Yellow Gold.","A yellow gold bale accentuates your treasured pearl for an effortless and elegant look. Chain sold separately.

    	
		Paspaley pendant featuring a 12mm Drop Pearl, set in 18kt Yellow Gold.",In stock,SKU    C19P42YPD12,"AUD 1,480.00"
pearl-necklaces-grace-pendant-rose-gold,Grace Pendant - Rose Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt rose gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28RPR12,"AUD 5,880.00"
pearl-necklaces-grace-pendant-white-gold,Grace Pendant - White Gold,"Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.","A perfectly round pearl is complemented by a single sparkling diamond, creating a distinctive look for any occasion.

    	
		Paspaley pendant featuring a 12mm round pearl set in 18kt white gold, with one white diamond (0.25ct). Chain sold separately.",In stock,SKU    C00P28WPR12,"AUD 5,880.00"
